Country,Year,Data_Source,Data_Quality_Flag,Population_Total,Birth_Rate_per_1000,Death_Rate_per_1000,Population_Growth_pct,Fertility_Rate,Life_Expectancy_Years,Urbanization_pct,Infant_Mortality_per_1000,GDP_USD,GDP_per_Capita_USD,GDP_Growth_pct,Inflation_pct,Unemployment_pct,Trade_pct_of_GDP,CP_Birth_Rate,CP_Death_Rate,CP_Life_Expectancy,CP_Fertility_Rate,CP_Urbanization_pct,CP_Median_Age,CP_Pop_Growth_pct
Japan,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,126261000,6.8,11.1,-0.294194617750067,1.33,84.56,91.7809926267889,1.8,5054068005376.28,40028.7341726762,-4.16876457146743,-0.024995834027731,2.809,25.2624024576207,7.0,11.44,84.65,1.38,92.0,48.6,-0.37
Japan,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,125681593,6.6,11.7,-0.459952415807642,1.3,84.4456097560976,91.8741049279527,1.8,5039148168861.22,40094.5599795288,2.69657404187188,-0.233352779398264,2.808,30.2632101477705,7.0,11.44,84.65,1.38,92.0,48.6,-0.37
Japan,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,125124989,6.3,12.9,-0.443851919148528,1.26,83.9963414634146,91.9776532428406,1.8,4262463317796.53,34065.6438962526,0.941998775483285,2.49770278172255,2.614,38.5694814811889,7.0,11.44,84.65,1.38,92.0,48.6,-0.37
Japan,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,124516650,6,13,-0.487370782049143,1.2,84.0412195121951,92.0826903891473,1.8,4213167237905.83,33836.1756271617,1.47503481053384,3.26813365933163,2.6,35.6752275693452,7.0,11.44,84.65,1.38,92.0,48.6,-0.37
Japan,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,123975371,5.7,13.3,-0.435651699326323,1.15,84.0363414634146,92.1901718034531,1.8,4027597523550.58,32487.0778047567,0.104309021773304,2.73853681635241,2.5,36.0141993215173,7.0,11.44,84.65,1.38,92.0,48.6,-0.37
Jordan,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9544729,23.653,3.171,8.21798329205466,3.141,75.06,89.8881391939133,15,38587017887.3239,4042.75678097555,2.49652879315188,-0.876851359704049,13.075,73.3614607966358,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10006367,23.748,3.172,4.72325254401232,3.072,75.55,90.56272794707,14.7,39892551126.7606,3986.71677010853,1.9941808493012,-0.778430463054142,15.275,67.3634531785388,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10234226,23.217,3.098,2.25160030043779,2.994,76.071,90.8764609714428,14.3,41608435915.493,4065.61628749384,2.47359815449045,3.32389447576097,18.12,67.3156762174057,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10462306,22.677,3.051,2.20412998393259,2.923,76.491,91.2008859099729,14,43370860704.2254,4145.43989673265,1.91907091341564,4.46231108475481,18.257,64.6978167930762,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10671891,22.236,3.033,1.98343822476301,2.855,76.865,91.515966492507,13.7,44503006338.0282,4170.1144003465,1.75124077866225,0.761514047265601,16.801,61.7643666390065,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10865228,21.726,3.49,1.79543228239066,2.791,75.583,91.8216722992319,13.3,43700383098.5916,4022.0401356135,-1.10275188309046,0.333294350628378,19.213,57.6104789360792,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11066356,21.309,4.068,1.83419162693059,2.735,74.204,92.117972910453,13,46296100140.8451,4183.49998326866,3.65564358999147,1.34609377243118,19.837,66.744282792706,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11256263,20.922,3.163,1.70151702842564,2.679,77.088,92.4048379066163,12.6,48764963380.2817,4332.25159897931,2.64743514912058,4.22915568897117,18.2,82.3213988431547,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11439213,20.611,3.049,1.61225050235636,2.639,77.814,92.682236868336,12.3,51088476338.0282,4466.08314208575,2.88408339281683,2.08486986327134,16.62,74.9855989959997,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Jordan,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11552876,20.452,3.121,0.988722042141178,2.604,77.981,92.9501393764286,12,53352289577.4648,4618.09592498567,2.48889409603647,1.55659611283953,16.693,75.3519676819657,22.79,3.44,75.75,3.0,91.0,23.5,0.82
Kazakhstan,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,18084169,22.513,7.388,1.49239879824091,2.755,72.024,56.1106048930882,9.5,184388404706.042,10196.1226255982,1.20000000053288,6.67828585615236,4.93,41.5015250671522,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,18363600,22.34,7.208,1.53335297365685,2.795,72.549,56.7476265001667,8.8,137278320084.171,7475.56688689424,1.09999999910173,14.3610942386248,4.96,44.9306197527631,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,18651931,21.435,7.063,1.5579235201186,2.745,72.996,57.4586448748837,8.4,166805788827.233,8943.08416791984,4.10000000257358,7.44266321306792,4.9,46.5031822608639,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,18932727,21.702,6.97,1.49423322942686,2.845,73.369,58.2388038921695,8.2,179339977690.485,9472.48527327758,4.09999999309841,6.16366247577762,4.85,52.1300388256713,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,19209555,21.424,6.911,1.45157995956237,2.89,73.658,59.0832474269546,8.1,181667184854.501,9457.12614657136,4.50000000091883,5.33356098916669,4.8,52.3297589909479,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,19482117,22.57,8.585,1.4089156380377,3.13,71.195,59.9871193541692,8,171082365861.423,8781.50797787648,-2.49999999628,6.71815454861458,4.89,48.9056832822689,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,19743603,23.271,9.645,1.33325722721198,3.32,70.131,61.030254280267,7.9,197112255360.612,9983.60103576902,4.29999999729456,8.04147134028401,5.568,51.6436686363141,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,20034609,20.819,6.992,1.46316879039749,3.05,73.503,61.444157327248,7.7,225496328925.494,11255.3396437881,3.19999999970734,15.0278644440851,4.86,60.1016436257724,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,20330104,20.138,6.709,1.46415151694869,3.012,74.402,61.7560919499181,7.6,261840101059.923,12879.4275257974,5.09999999973641,14.5275597825952,4.835,53.1576330121207,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kazakhstan,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,20592571,19.521,6.697,1.28276364646616,2.984,74.531,62.072531584162,7.4,291480274648.826,14154.6324958076,4.99999999996936,8.69082156104494,4.833,48.5809889436271,15.87,8.14,72.25,2.13,58.0,31.6,0.81
Kenya,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,47088526,30.908,7.14,2.2270329432256,3.766,62.279,31.7338026039958,38.9,70120446896.8359,1489.11959777284,4.96772112759767,6.58215429284779,2.762,31.373160003338,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,48139687,30.202,7.169,2.20775684612709,3.689,62.526,31.6502520105647,38.4,74815144163.8931,1554.12610314423,4.21351706814744,6.29724953814625,2.757,26.4679032852238,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,49197766,29.602,7.126,2.17412854990493,3.609,62.725,31.5383650847102,38.2,82036510877.2599,1667.48447230835,3.83795817364721,8.00564967709945,3.542,27.3463604925433,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,50207107,29.037,7.186,2.03083744189606,3.536,62.825,31.3940041639796,37.5,92202979985.2863,1836.45275528993,5.64794640709219,4.6898064677633,4.284,25.4113261889572,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51202827,28.226,7.294,1.96381549826771,3.433,62.939,31.1895566421135,37,100378436207.371,1960.40808854893,5.11415885767801,5.23963795764792,5.014,23.405425395813,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,52217334,27.782,7.937,1.96197633664853,3.364,61.596,31.2063494632616,36.5,100657505750.545,1927.66459027849,-0.272766327438816,5.40516207933392,5.613,21.3287621622631,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,53219166,27.611,8.124,1.90040858948898,3.312,61.225,31.2879334021971,36,109703658904.994,2061.35622089594,7.59048947333467,6.10793603659176,5.693,23.9718531382575,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,54252461,27.342,7.212,1.92297608206469,3.262,63.549,31.4307820066946,35.5,114448978152.637,2109.56288513137,4.85998104287999,7.65986268272224,5.565,24.9692050215491,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,55339003,27.106,7.211,1.98296028478422,3.208,63.646,31.6330340816429,34.7,107500884685.013,1942.58802756191,5.71999241214208,7.67139634029402,5.409,23.9774770928872,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kenya,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,56432944,26.968,7.18,1.95751431565234,3.167,63.834,31.8937831721599,34.2,120339557905.932,2132.43452097647,4.72473994710138,4.48978854243448,5.487,23.5375636182255,26.78,5.09,69.32,3.36,28.0,20.0,2.15
Kiribati,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,116815,28.858,6.99,1.28285862528713,3.438,65.831,50.9541970402064,42.6,191559398.688293,1639.85274740652,11.2653312371772,0.572015743634256,,66.2979738241168,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,118478,28.508,7.019,1.41358025249878,3.375,65.799,51.7710553002321,42.9,206467818.503227,1742.66799324117,7.08802960050427,1.91731090233378,,71.6818732686357,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,120275,28.275,7.083,1.50534982546091,3.339,65.787,52.9734697275451,43.2,222875736.343445,1853.05122713319,3.74913001948165,0.355520888546828,,65.5073550828425,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,122084,28.112,7.137,1.49285448135933,3.318,65.807,54.5004023142497,43.2,233514717.441266,1912.73809378187,3.47943880004293,0.564030491493476,,55.6710092727657,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,123921,27.826,7.171,1.4934933399344,3.29,65.866,56.2846727145489,42.9,216985388.322754,1750.9977188915,3.26425930432951,-1.81307995302947,,66.3639156134365,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,126099,27.355,7.555,1.74230469268591,3.254,65.205,58.4123714112748,42.3,220898020.418627,1751.78249168214,-1.46805538131593,2.5532455441463,,64.2830568290716,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,128377,26.909,8.152,1.79039347594032,3.219,64.148,59.6364645301985,41.6,285259881.131951,2222.04819501897,8.47973787138213,2.05361676773907,,64.8531434795157,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,130469,26.403,7.073,1.61644031663411,3.182,66.269,60.5739126559419,40.7,270040453.254018,2069.7671726925,4.56632593100372,5.34595440908904,,78.1364412099841,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,132530,25.813,7.046,1.56733842415292,3.147,66.473,61.5244676194408,39.8,288610747.738991,2177.70125812262,2.65201087489879,9.28307374517721,,113.301393853747,20.27,6.94,67.59,2.23,56.0,25.7,
Kiribati,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,134518,25.309,7.059,1.48889841912877,3.124,66.6,62.4620431275642,38.8,307862564.489711,2288.63471423684,5.26689747917099,2.45545072159028,,116.610475390228,20.27,6.94,67.59,2.23,56.0,25.7,
"Korea, Dem. People's Rep.",2015,World Bank Open Data (API) | citypopulation.de (supplement),Partial,25575350,13.423,8.443,0.486366779009783,1.863,72.825,61.3247571174501,17.2,,,,,3.523,,,,,,,,
"Korea, Dem. People's Rep.",2016,World Bank Open Data (API) | citypopulation.de (supplement),Partial,25698326,13.458,8.592,0.479685660941037,1.856,72.971,61.5681351428803,16.5,,,,,3.574,,,,,,,,
"Korea, Dem. People's Rep.",2017,World Bank Open Data (API) | citypopulation.de (supplement),Partial,25817709,13.474,8.819,0.463479822191171,1.848,73.034,61.8206076091402,15.4,,,,,3.498,,,,,,,,
"Korea, Dem. People's Rep.",2018,World Bank Open Data (API) | citypopulation.de (supplement),Partial,25931147,13.427,9.063,0.438418123483477,1.834,73.02,62.0826119807623,14.8,,,,,3.409,,,,,,,,
"Korea, Dem. People's Rep.",2019,World Bank Open Data (API) | citypopulation.de (supplement),Partial,26037632,13.405,9.326,0.409804313568107,1.825,72.928,62.3542226611578,14.3,,,,,3.439,,,,,,,,
"Korea, Dem. People's Rep.",2020,World Bank Open Data (API) | citypopulation.de (supplement),Partial,26136312,13.391,9.721,0.378273559953142,1.821,72.783,62.6355140538495,14.1,,,,,3.624,,,,,,,,
"Korea, Dem. People's Rep.",2021,World Bank Open Data (API) | citypopulation.de (supplement),Partial,26232534,13.267,9.466,0.36747843663433,1.806,73.437,62.926560562457,14.1,,,,,3.692,,,,,,,,
"Korea, Dem. People's Rep.",2022,World Bank Open Data (API) | citypopulation.de (supplement),Partial,26328845,13.149,9.484,0.366471008261931,1.797,73.641,63.2274365906829,14.3,,,,,3.457,,,,,,,,
"Korea, Dem. People's Rep.",2023,World Bank Open Data (API) | citypopulation.de (supplement),Partial,26418204,12.947,9.684,0.338821174570736,1.78,73.642,63.5382165423021,14.5,,,,,3.463,,,,,,,,
"Korea, Dem. People's Rep.",2024,World Bank Open Data (API) | citypopulation.de (supplement),Partial,26498823,12.858,9.858,0.304699893187806,1.784,73.743,63.8589748211522,13.3,,,,,3.539,,,,,,,,
"Korea, Rep.",2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51014947,8.6,5.4,0.527288497407793,1.239,82.0243902439024,81.639489860678,2.9,1539212301135.55,30171.7906545222,2.92029267301234,0.70633177245575,3.546,62.5811006895775,,,,,,,
"Korea, Rep.",2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51217803,7.9,5.5,0.396851823381145,1.172,82.2756097560976,81.5559241797057,2.8,1579150518945.44,30832.0628072516,3.17152748983935,0.971685739912168,3.65,57.0951906853125,,,,,,,
"Korea, Rep.",2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51361911,7,5.6,0.280968018301691,1.052,82.6268292682927,81.471030429984,2.7,1710196756713.17,33296.9845439195,3.433191763972,1.94433230786366,3.653,61.5234472799593,,,,,,,
"Korea, Rep.",2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51585058,6.4,5.8,0.433519027613049,0.977,82.6268292682927,81.3823523035196,2.6,1824251454306.83,35363.9508228687,3.17611568177327,1.47583935002645,3.824,62.4947836718703,,,,,,,
"Korea, Rep.",2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51764822,5.9,5.7,0.347874968577526,0.918,83.2268292682927,81.2901063535619,2.6,1751045752054.63,33826.9443301597,2.31380210595475,0.383000303608136,3.746,59.7115180327613,,,,,,,
"Korea, Rep.",2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51836239,5.3,5.9,0.137869266247028,0.837,83.4268292682927,81.1759595622913,2.5,1744070276373.34,33645.7719545073,-0.700242317542106,0.537288023411737,3.931,56.1979074626573,,,,,,,
"Korea, Rep.",2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51769539,5.1,6.2,-0.128757315474928,0.808,83.5268292682927,81.1616526507785,2.5,1942313560965.9,37518.4635305697,4.61296795454287,2.49833333333339,3.639,64.8449882301012,,,,,,,
"Korea, Rep.",2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51672569,4.9,7.3,-0.187486566698935,0.778,82.6804878048781,81.1624941626873,2.4,1799363116866.52,34822.4048404971,2.72756456708991,5.08951365062842,2.857,78.6364345660289,,,,,,,
"Korea, Rep.",2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51712619,4.5,6.9,0.077477253324535,0.721,83.4292682926829,81.1645551720421,2.4,1844800934391.54,35674.095995632,1.58301467403629,3.5974562502901,2.675,69.1021983041469,,,,,,,
"Korea, Rep.",2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,51751065,4.7,7,0.0743178674548815,0.748,83.6292682926829,81.1682528469686,2.3,1875388209406.8,36238.639908315,2.00361101838986,2.32174328643542,2.784,70.1388647642219,,,,,,,
Kosovo,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,1788274,14.723,5.589,-1.36150828171389,1.763,76.024,39.917681154075,13.1,6295848422.71573,3520.62850699375,5.91623128345211,-0.536929392740659,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,1777568,13.172,5.401,-0.600477091754396,1.641,76.748,40.7783748317802,12.3,6682677289.98994,3759.44959067104,5.57177504731632,0.273169431045468,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,1791019,12.962,5.39,0.753859367983812,1.618,77.105,41.7578065585746,11.5,7180768692.01515,4009.32022050863,4.82565565298054,1.48823430592319,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,1797086,12.736,5.568,0.338173257577919,1.581,77.117,42.8378095837429,10.8,7878762812.27689,4384.18796444738,3.40663227056285,1.05379773654991,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,1788891,12.618,5.702,-0.457058941890623,1.575,77.249,44.0002171565695,10.2,7899741278.75198,4415.99923011071,4.75680057007834,2.67599202639893,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,1790151,12.335,8.553,0.0704099058940516,1.567,74.212,45.2268625263391,9.6,7717143395.54732,4310.88963754863,-5.34027547826166,0.198227922994854,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,1786079,12.546,7.261,-0.227725943787301,1.561,74.981,46.4995789423362,9.1,9413408574.4949,5270.43236861018,10.7456560819583,3.35369139207997,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,1768096,12.275,5.885,-1.01194530149251,1.555,77.623,47.8001996538455,8.7,9354907646.29785,5290.95006509706,4.27849895827543,11.5805104542012,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,1682668,12.067,5.871,-4.95226324203524,1.545,78.033,49.1105579101515,8.3,10468224574.7539,6221.20618847799,4.06762701436438,4.94432438791283,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kosovo,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,1594353,11.852,5.973,-5.39126176551648,1.538,78.222,50.3214443938994,8,11197246322.588,7023.06598512878,4.5730971681166,1.61944994559476,,,15.05,6.91,72.99,1.92,,30.5,0.67
Kuwait,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,3834574,15.391,1.797,4.49910219971801,2.03,79.3765609756098,100,7.8,114585555688.511,29882.2126495698,0.592770817217982,3.27170166092133,2.2,74.2545598254064,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4004096,14.662,1.826,4.32594906785888,2.061,79.6775853658537,100,7.7,109406674124.652,27323.6890735517,2.92607584256388,3.19839776658374,2.16,70.4691926857759,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4154812,14.256,1.861,3.69493434034851,2.16,79.9160731707317,100,7.7,120687539805.505,29047.6536135703,-4.71222270495362,2.17183298510006,2.23,73.4027722685909,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4323515,12.825,1.903,3.9801548230671,2.118,80.1063658536585,100,7.6,138646316350.727,32067.9623756889,2.74333045031415,0.543133148199567,2.202,77.7532377616862,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4442316,12.06,1.64463780206516,2.71071332448015,2.082,81.969756097561,100,7.6,140856394860.529,31707.8737443551,2.26381706595791,1.09184802655856,2.213,69.6148727199022,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4400267,11.6919249210071,2.35541151840582,-0.951064116715736,2.033,78.7609756097561,100,7.6,111045470605.715,25236.0755848941,-4.81731593381585,2.101729548274,3.489,61.1046984896183,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4360865,12.234184852521,2.59,-0.899478872255975,2.148,78.7365853658537,100,7.5,148350671489.144,34018.6342592913,1.67213054307859,3.42362947609188,2.97,64.0489180441309,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4589643,10.8489565017698,1.75198239171633,5.11318110910574,1.546,80.5878048780488,100,7.4,183502046693.878,39981.7691035833,6.75866711966617,3.98064961990313,2.133,73.3250677168002,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4853420,10.3028486127809,1.53211676064858,5.58813678140227,1.524,83.1878048780488,100,7.2,165384407116.233,34075.849012909,-1.6672059801285,3.64216403030709,2.08,73.4476738877986,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kuwait,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,4897263,10.02,1.52,0.899286654502241,1.56,84.580487804878,100,7,160227273053.334,32717.7186631255,-2.56011099967517,2.89855072463762,2.151,70.5597729060569,17.9,2.23,78.9,2.25,100.0,29.7,1.2
Kyrgyz Republic,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6040036,27.4,5.8,2.24669257424341,3.2,70.6512195121951,35.1008937681291,19.4,6678177511.66313,1105.65193844261,3.87582544512439,6.50331838993384,4.138,82.5225144191704,,,,,,,
Kyrgyz Republic,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6175338,26,5.5,2.21536456642779,3.1,70.9512195121951,35.0515747230627,18.4,6813095379.1187,1103.27489428412,4.33585592190116,0.388838296895799,4.294,81.7983558116705,,,,,,,
Kyrgyz Republic,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6306696,24.8,5.4,2.10483082494568,3,71.2,34.9980805726839,17.4,7702938379.42036,1221.39046807082,4.73993722377884,3.1753098637994,4.425,81.2547068625387,,,,,,,
Kyrgyz Republic,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6444079,27.1,5.2,2.15497985981547,3.3,71.4,34.9408997219466,16.6,8271106235.41552,1283.5203037417,3.75791013557165,1.54266145238436,4.559,86.1916144841036,,,,,,,
Kyrgyz Republic,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6590211,26.9,5.2,2.24236415055009,3.3,71.6,34.8805205758044,16,9371275264.36735,1421.99927504102,4.60062565707598,1.13362257718804,5.45,74.4295712507905,,,,,,,
Kyrgyz Republic,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6726596,24,6.1,2.04838545399769,3.1,71.8,34.8174315392111,15.6,8270468614.24051,1229.51766602907,-7.14897757727955,6.32542296338078,5.945,68.8231860308281,,,,,,,
Kyrgyz Republic,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6851224,22.4,5.8,1.83581016918265,2.89,71.9,34.7521210171204,15.3,9249133946.26531,1349.99730650542,5.50700762671923,11.9050398185147,5.149,90.0841100194506,,,,,,,
Kyrgyz Republic,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6975220,21.5,4.5,1.7936545985598,2.8,72.0487804878049,34.7003053497743,15.1,12134931017.9465,1739.72018344174,8.96750520041391,13.9229093174176,4.767,99.3660366273797,,,,,,,
Kyrgyz Republic,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,7099750,20.6,4.4,1.76957037310792,2.7,72.2487804878049,34.706439175362,15,15180842369.4894,2138.22210211478,9.0132928339342,10.7532770416742,3.498,104.757032666132,,,,,,,
Kyrgyz Republic,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,7221868,19.4,4.4,1.70540730430368,2.6,72.4,34.7219977865937,14.8,17478259659.2625,2420.18542283831,9.04013556120012,4.99760701207323,3.491,91.7825934202702,,,,,,,
Lao PDR,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6801645,24.962,7.507,1.45836474920589,2.796,66.688,33.1240204432199,39.9,14426380125.6488,2121.01339097363,7.27006584373785,1.27735427102992,2.006,64.6593249225122,,,,,,,
Lao PDR,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,6908802,24.567,7.201,1.56317561333482,2.744,67.014,33.8267455533474,38.1,15912501722.6143,2303.22156035363,7.02283625501138,1.59691227583204,2.634,60.4367570080616,,,,,,,
Lao PDR,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,7018147,24.117,6.945,1.57029722559747,2.691,67.345,34.5115346444216,36.4,17071155481.4994,2432.43059478511,6.8925308726989,0.825478607568026,3.268,61.7415734478113,,,,,,,
Lao PDR,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,7128045,23.599,6.766,1.55377801997365,2.633,67.594,35.2050070032013,34.8,18141641089.7963,2545.1075420815,6.24796000755872,2.04039266890201,2.897,64.6192918379007,,,,,,,
